user_id,age,gender,weight,height,bmi,goal,sleep_hours,sleep_quality,bedtime_hour,wake_time,fatigue_level,steps_walked,exercise_minutes,exercise_type,calories_burned,heart_rate_avg,calories_intake,protein_intake,junk_food_freq,water_intake,meal_frequency,stress_level,mood,screen_time,work_hours,social_interaction,meditation_minutes,hair_condition,skin_condition,sun_exposure,water_quality,workout_plan,diet_plan,lifestyle_change,mental_care,hair_skin_care
U0250,30,Female,95,189,26.6,stress_relief,6.7,5,21,3,9,11235,23,cardio,423,76,2796,146,1,3.9,5,10,5,6,5,high,28,2,5,0,average,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0251,27,Female,86,169,30.1,weight_loss,5.6,1,21,2,4,8505,58,mixed,475,115,2058,136,3,1.1,4,5,7,4,5,medium,24,2,2,5,good,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0252,35,Female,51,152,22.1,weight_loss,8.5,1,0,5,1,4767,2,none,148,114,2165,128,3,3.4,3,7,4,9,11,low,21,1,1,0,average,Moderate Workout,Balanced Diet,Reduce Screen Time,None,Skin Care
U0253,39,Female,57,165,20.9,weight_loss,6.3,4,21,3,10,5185,13,none,260,85,2644,74,3,1.6,5,4,10,4,5,medium,11,1,4,1,good,Moderate Workout,Balanced Diet,None,None,Hydration
U0254,30,Female,83,173,27.7,stress_relief,4.6,4,0,8,2,11985,8,none,178,72,2290,110,5,1.4,3,4,4,4,9,high,22,4,2,3,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0255,33,Male,93,183,27.8,weight_loss,6.6,5,0,6,2,1523,51,none,345,89,2896,80,6,2.7,4,6,4,4,8,high,4,3,5,2,poor,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0256,49,Male,72,154,30.4,weight_loss,6.7,3,1,7,1,5500,7,cardio,476,70,1921,101,1,3.0,4,7,7,7,5,medium,11,2,1,1,average,Weight Loss Workout,Balanced Diet,None,None,Skin Care
U0257,34,Male,80,152,34.6,maintain,6.4,4,22,3,2,6204,21,cardio,231,77,1696,48,1,1.4,3,2,6,9,8,high,10,1,4,0,average,Weight Loss Workout,High Protein,Reduce Screen Time,None,Hydration
U0258,25,Female,85,160,33.2,muscle_gain,8.1,4,1,7,6,8124,21,cardio,335,109,1977,68,3,3.8,4,9,1,3,9,medium,21,5,4,5,average,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0259,40,Female,66,155,27.5,maintain,7.7,3,22,6,8,9084,55,strength,440,116,2905,68,0,2.3,5,9,4,9,7,medium,26,2,1,3,average,Weight Loss Workout,Low Carb,Reduce Screen Time,Meditation,Skin Care
U0260,49,Female,74,175,24.2,maintain,8.0,1,0,8,7,6918,6,mixed,388,80,1757,47,6,2.3,3,4,3,4,5,low,21,2,5,5,good,Moderate Workout,High Protein,None,Relaxation,Maintain Routine
U0261,27,Male,51,160,19.9,muscle_gain,6.8,1,1,9,9,7353,36,strength,374,117,2802,83,0,1.3,3,5,9,9,5,low,15,5,2,5,average,Moderate Workout,Low Carb,Reduce Screen Time,None,Hydration
U0262,30,Male,52,178,16.4,muscle_gain,6.6,2,22,5,2,2131,27,strength,176,96,2481,105,1,1.0,4,10,10,9,7,high,7,4,1,4,good,Strength Training,Balanced Diet,Reduce Screen Time,Meditation,Hydration
U0263,22,Male,62,159,24.5,weight_loss,4.7,2,22,6,7,6159,27,mixed,454,74,3275,129,4,2.1,5,10,5,8,8,low,15,5,5,0,poor,Moderate Workout,Low Carb,Improve Sleep,Meditation,Maintain Routine
U0264,24,Female,72,162,27.4,maintain,5.0,5,0,8,5,9075,25,cardio,355,107,1852,121,0,2.6,3,4,6,5,11,high,4,2,2,4,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0265,27,Male,60,163,22.6,muscle_gain,6.1,5,21,4,8,2223,36,mixed,406,69,3206,44,5,1.9,2,3,6,4,5,medium,3,2,4,0,poor,Light Cardio,Low Carb,None,None,Hydration
U0266,29,Female,86,185,25.1,maintain,7.2,5,22,5,3,6629,56,none,325,100,3497,33,4,2.8,2,2,10,9,7,low,1,2,1,1,good,Weight Loss Workout,Low Carb,Reduce Screen Time,None,Skin Care
U0267,33,Male,73,176,23.6,maintain,6.9,2,21,3,6,10110,21,mixed,158,68,2335,100,6,1.0,5,8,7,7,10,high,14,3,3,1,poor,Moderate Workout,Balanced Diet,None,Meditation,Hydration
U0268,41,Male,65,175,21.2,weight_loss,8.0,3,0,8,4,1706,21,cardio,441,109,2516,143,6,2.3,5,7,5,9,7,high,11,2,5,3,poor,Light Cardio,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0269,40,Female,86,165,31.6,weight_loss,5.5,2,1,6,3,9605,44,strength,305,95,2367,113,3,3.9,5,7,9,5,8,high,1,2,5,1,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0270,26,Male,54,188,15.3,muscle_gain,6.3,3,0,8,3,8572,7,cardio,191,108,3266,107,4,3.3,2,9,1,6,5,low,29,4,5,5,poor,Strength Training,Low Carb,None,Meditation,Maintain Routine
U0271,48,Male,99,185,28.9,weight_loss,4.6,1,1,8,1,4875,57,mixed,365,90,1761,86,0,3.4,4,5,8,7,10,medium,21,1,4,4,good,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0272,35,Male,78,155,32.5,maintain,6.0,1,1,8,10,5372,34,cardio,139,62,2676,138,5,1.2,5,4,2,6,11,high,15,3,5,4,good,Weight Loss Workout,Balanced Diet,None,Relaxation,Hydration
U0273,40,Male,51,166,18.5,maintain,8.7,2,22,5,4,3376,16,none,357,95,2542,46,4,4.0,2,6,7,2,10,low,3,1,5,5,good,Light Cardio,High Protein,None,None,Maintain Routine
U0274,26,Female,63,173,21.0,weight_loss,6.6,1,23,7,2,9720,29,mixed,302,94,2802,110,0,2.0,5,9,8,5,8,high,21,3,3,4,good,Moderate Workout,Low Carb,None,Meditation,Maintain Routine
U0275,38,Male,59,150,26.2,maintain,4.7,4,22,6,2,1678,48,cardio,181,103,3107,83,6,3.2,4,4,2,5,9,high,8,3,1,5,poor,Weight Loss Workout,Low Carb,Improve Sleep,Relaxation,Skin Care
U0276,36,Male,54,167,19.4,muscle_gain,5.7,4,0,8,9,4483,11,strength,334,73,2673,60,6,1.4,2,6,7,5,10,low,0,1,4,1,good,Moderate Workout,Balanced Diet,Improve Sleep,None,Hydration
U0277,29,Female,61,187,17.4,maintain,6.1,2,0,6,1,6315,6,strength,396,90,2775,148,6,3.0,3,2,6,6,5,high,29,2,4,5,average,Strength Training,Balanced Diet,None,None,Maintain Routine
U0278,35,Male,52,181,15.9,maintain,4.7,2,23,6,1,10484,55,strength,103,69,2754,117,0,1.8,4,5,10,2,6,low,18,5,4,2,poor,Strength Training,Balanced Diet,Improve Sleep,None,Hydration
U0279,20,Female,89,186,25.7,stress_relief,5.6,4,21,5,4,10005,13,cardio,254,65,3308,65,0,1.2,2,2,9,6,7,medium,19,4,3,2,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Hydration
U0280,39,Male,84,152,36.4,stress_relief,6.2,5,0,7,7,2036,40,cardio,280,104,2791,42,1,1.5,5,6,3,4,11,low,25,3,5,1,average,Weight Loss Workout,High Protein,None,Relaxation,Hydration
U0281,37,Female,57,152,24.7,maintain,5.2,5,22,4,9,11686,31,mixed,325,109,1963,54,3,1.4,2,6,7,4,9,medium,5,2,4,0,poor,Moderate Workout,Balanced Diet,Improve Sleep,None,Hydration
U0282,45,Male,57,178,18.0,weight_loss,7.8,1,22,5,5,3833,37,strength,472,96,3001,144,6,1.9,4,10,2,8,4,medium,5,3,2,3,average,Light Cardio,Low Carb,Reduce Screen Time,Meditation,Hydration
U0283,47,Male,54,165,19.8,maintain,6.2,5,0,8,10,7636,26,strength,227,66,2949,76,4,1.4,2,7,2,6,10,medium,15,3,1,4,average,Moderate Workout,Low Carb,None,Relaxation,Hydration
U0284,46,Female,53,188,15.0,muscle_gain,5.3,5,0,7,1,2893,57,none,120,98,2234,131,5,1.1,5,2,1,8,6,high,27,1,1,2,average,Strength Training,Balanced Diet,Improve Sleep,Relaxation,Hydration
U0285,37,Male,67,151,29.4,muscle_gain,7.5,2,1,6,2,2211,37,cardio,109,109,2599,65,5,3.8,4,6,1,4,5,low,13,2,5,4,good,Weight Loss Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0286,43,Female,57,175,18.6,weight_loss,4.6,3,21,5,5,9450,51,none,450,72,2387,109,6,2.5,3,6,6,3,5,medium,26,1,3,0,good,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0287,24,Female,70,187,20.0,stress_relief,8.6,5,0,8,10,11270,49,cardio,192,107,3300,44,5,3.3,2,6,4,5,8,medium,4,1,5,5,average,Moderate Workout,Low Carb,None,None,Maintain Routine
U0288,48,Female,58,182,17.5,weight_loss,7.0,5,22,3,3,2840,42,mixed,319,67,2226,122,4,3.7,3,4,9,4,5,medium,1,1,1,4,poor,Strength Training,Balanced Diet,None,None,Skin Care
U0289,18,Male,91,159,36.0,stress_relief,5.7,5,23,5,10,1564,1,strength,181,82,2525,105,5,3.2,4,8,4,2,4,low,26,1,5,3,good,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0290,47,Male,95,152,41.1,maintain,4.9,4,1,7,1,11775,9,none,123,87,3007,109,2,2.9,3,9,2,4,4,high,25,3,4,2,good,Weight Loss Workout,Low Carb,Improve Sleep,Meditation,Maintain Routine
U0291,20,Male,60,159,23.7,muscle_gain,8.9,1,22,4,7,4787,6,cardio,125,92,3392,77,6,1.6,4,7,4,5,5,low,3,4,5,0,poor,Moderate Workout,Low Carb,None,None,Hydration
U0292,33,Female,74,185,21.6,stress_relief,6.1,1,1,9,3,4799,42,cardio,471,96,1680,129,3,1.3,5,5,2,3,11,low,17,2,5,3,poor,Moderate Workout,Balanced Diet,None,Relaxation,Hydration
U0293,32,Male,75,178,23.7,weight_loss,6.2,4,23,4,1,1100,1,mixed,275,105,2409,88,0,4.0,4,10,3,5,5,high,8,3,3,4,average,Light Cardio,Balanced Diet,None,Meditation,Maintain Routine
U0294,33,Female,78,161,30.1,maintain,5.1,4,23,4,1,9697,41,mixed,173,102,3372,98,4,1.7,2,1,4,5,5,low,29,1,5,4,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Hydration
U0295,31,Male,55,164,20.4,stress_relief,8.0,5,0,6,2,6560,48,mixed,330,75,1574,43,2,2.2,3,10,6,6,5,medium,25,4,2,0,good,Moderate Workout,High Protein,None,Meditation,Skin Care
U0296,23,Male,63,153,26.9,weight_loss,8.8,5,0,6,5,10118,44,cardio,333,91,2812,96,5,1.6,2,3,10,2,8,medium,8,2,2,5,poor,Weight Loss Workout,Low Carb,None,None,Hydration
U0297,31,Female,62,174,20.5,maintain,8.9,1,22,3,6,1808,43,mixed,130,103,1546,31,1,1.9,2,10,10,5,5,high,24,2,5,5,poor,Light Cardio,High Protein,None,Meditation,Hydration
U0298,48,Female,62,152,26.8,maintain,6.4,5,23,7,10,11955,48,mixed,110,98,2877,119,1,1.4,5,4,6,6,6,medium,17,3,5,3,average,Weight Loss Workout,Low Carb,None,None,Hydration
U0299,25,Female,69,158,27.6,stress_relief,8.3,5,23,6,8,11450,22,none,139,91,1525,56,5,2.6,3,10,7,5,4,low,18,5,3,0,poor,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0300,33,Male,75,156,30.8,stress_relief,5.1,5,22,6,5,8856,25,cardio,121,74,1768,57,0,2.6,2,2,2,6,9,medium,15,5,1,1,good,Weight Loss Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0301,34,Female,98,151,43.0,muscle_gain,8.0,2,22,5,9,2095,27,strength,372,114,1945,58,1,3.7,3,6,6,3,10,high,13,3,2,0,good,Weight Loss Workout,Balanced Diet,None,None,Skin Care
U0302,38,Male,58,159,22.9,maintain,6.3,1,1,7,3,2209,33,none,329,62,2522,135,2,3.0,5,1,3,4,5,high,8,4,4,4,poor,Light Cardio,Balanced Diet,None,Relaxation,Maintain Routine
U0303,28,Male,53,179,16.5,weight_loss,8.9,4,1,7,9,6249,36,cardio,307,107,2547,128,5,3.2,4,10,3,9,9,high,27,2,1,2,average,Strength Training,Balanced Diet,Reduce Screen Time,Meditation,Skin Care
U0304,34,Female,51,181,15.6,stress_relief,4.0,3,22,3,3,5601,13,mixed,380,107,2332,82,2,2.9,3,9,6,8,8,low,0,5,3,1,poor,Strength Training,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0305,23,Male,77,185,22.5,weight_loss,7.4,3,22,6,3,1075,38,mixed,347,105,2225,116,5,1.4,2,5,3,4,4,medium,23,1,5,2,poor,Light Cardio,Balanced Diet,None,Relaxation,Hydration
U0306,28,Male,89,151,39.0,weight_loss,4.1,2,1,6,10,10604,51,cardio,440,88,2543,90,5,3.0,2,2,9,9,5,medium,8,1,3,0,good,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0307,36,Male,68,162,25.9,stress_relief,7.0,1,23,6,5,3017,21,none,304,116,2186,83,2,2.9,5,5,8,9,9,low,7,2,4,3,average,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0308,37,Female,94,162,35.8,muscle_gain,8.3,4,21,5,2,7614,49,cardio,287,118,2491,143,6,1.7,4,5,6,9,4,medium,23,2,1,1,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Hydration
U0309,21,Female,65,154,27.4,maintain,4.8,2,1,8,5,9624,32,cardio,376,76,2802,86,2,3.9,3,4,3,6,10,low,17,1,2,0,good,Weight Loss Workout,Low Carb,Improve Sleep,Relaxation,Skin Care
U0310,49,Male,68,166,24.7,maintain,8.5,5,22,6,9,8875,9,strength,443,80,3046,120,1,1.5,3,1,7,9,6,medium,15,4,3,0,good,Moderate Workout,Low Carb,Reduce Screen Time,None,Hydration
U0311,35,Male,97,185,28.3,weight_loss,4.9,3,0,5,2,2672,27,cardio,416,97,1758,113,5,1.9,4,1,5,7,8,medium,14,5,2,0,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0312,43,Female,95,156,39.0,maintain,7.6,3,1,7,1,4513,47,mixed,208,113,3382,54,2,3.8,3,2,5,3,4,high,7,4,2,5,poor,Weight Loss Workout,Low Carb,None,None,Skin Care
U0313,47,Male,84,177,26.8,maintain,9.0,1,0,6,7,7546,11,none,200,96,1962,58,1,1.6,5,2,4,8,7,medium,17,3,2,2,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Hydration
U0314,45,Female,57,151,25.0,weight_loss,4.6,2,22,4,6,2737,34,cardio,494,103,2983,96,4,3.2,5,7,9,6,5,high,14,3,5,3,average,Light Cardio,Low Carb,Improve Sleep,None,Maintain Routine
U0315,40,Male,53,154,22.3,stress_relief,6.4,1,21,4,3,8111,50,cardio,436,102,2618,127,5,2.6,4,4,2,3,10,high,28,1,4,5,average,Moderate Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0316,34,Female,73,155,30.4,muscle_gain,5.3,5,22,6,6,9949,23,cardio,373,103,2343,86,2,1.2,5,7,7,6,5,high,21,2,3,3,good,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0317,27,Female,63,167,22.6,muscle_gain,7.9,2,1,6,8,9067,26,mixed,360,92,2828,127,5,2.6,4,10,9,6,5,high,7,4,4,5,good,Moderate Workout,Low Carb,None,Meditation,Maintain Routine
U0318,35,Female,91,153,38.9,muscle_gain,5.8,1,0,5,3,11606,41,strength,182,107,1879,40,2,2.2,4,7,2,3,6,medium,8,3,2,0,good,Weight Loss Workout,High Protein,Improve Sleep,Relaxation,Skin Care
U0319,27,Male,93,163,35.0,weight_loss,6.3,3,22,5,4,8314,27,cardio,222,106,3241,62,1,2.4,3,3,5,2,5,high,15,2,4,5,average,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0320,28,Male,93,189,26.0,weight_loss,8.7,2,21,4,2,1224,9,strength,335,114,2211,130,5,2.1,4,6,8,6,6,high,0,3,4,0,average,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0321,25,Female,66,154,27.8,muscle_gain,6.7,2,22,3,8,11326,34,strength,298,74,1936,83,3,3.1,4,7,8,3,9,medium,10,3,3,0,average,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0322,23,Female,76,186,22.0,stress_relief,5.8,4,21,2,4,10589,15,cardio,108,92,1943,142,4,2.7,3,5,5,3,9,high,24,5,1,3,good,Moderate Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0323,32,Female,59,157,23.9,weight_loss,8.8,3,23,7,10,10112,48,cardio,316,70,2969,147,3,2.5,3,7,8,9,4,medium,3,5,4,2,good,Moderate Workout,Low Carb,Reduce Screen Time,None,Maintain Routine
U0324,37,Male,92,187,26.3,maintain,6.1,5,23,7,1,4641,28,mixed,202,71,2530,84,6,3.8,5,10,8,2,4,medium,12,5,4,0,good,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0325,19,Male,78,180,24.1,muscle_gain,6.9,3,21,5,10,2736,22,mixed,323,107,2793,120,0,1.1,2,5,10,4,9,low,12,4,3,0,poor,Light Cardio,Balanced Diet,None,None,Hydration
U0326,20,Male,56,188,15.8,muscle_gain,6.5,5,1,8,2,9789,7,cardio,151,86,2812,139,0,4.0,5,8,7,5,5,low,16,3,5,1,good,Strength Training,Low Carb,None,Meditation,Maintain Routine
U0327,33,Male,87,157,35.3,muscle_gain,6.6,1,0,6,7,6008,14,cardio,275,71,3131,118,6,3.3,5,6,10,5,6,high,1,1,5,1,good,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0328,49,Female,71,175,23.2,maintain,8.7,1,0,5,6,11131,4,none,236,117,3222,122,5,1.8,5,8,4,4,9,high,4,2,2,2,average,Moderate Workout,Low Carb,None,Meditation,Hydration
U0329,25,Male,93,180,28.7,muscle_gain,4.2,2,21,3,7,7967,6,strength,288,62,2518,67,3,2.0,5,1,10,4,7,medium,12,4,3,2,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0330,44,Male,72,185,21.0,stress_relief,8.1,3,21,3,2,1356,16,mixed,459,113,1703,114,2,2.9,2,3,3,8,9,medium,19,3,1,0,good,Light Cardio,Balanced Diet,Reduce Screen Time,Relaxation,Skin Care
U0331,27,Male,98,150,43.6,stress_relief,6.2,4,21,4,10,11844,29,none,324,66,2389,53,2,1.1,4,4,4,5,4,low,22,3,2,4,poor,Weight Loss Workout,Balanced Diet,None,None,Hydration
U0332,41,Female,61,182,18.4,muscle_gain,8.0,5,1,8,2,10574,14,cardio,174,93,3394,97,2,2.4,2,7,5,2,8,high,6,5,5,1,good,Moderate Workout,Low Carb,None,None,Maintain Routine
U0333,47,Male,55,173,18.4,weight_loss,5.1,1,23,5,7,4777,18,mixed,285,65,3148,86,4,2.0,3,7,9,2,4,high,0,3,2,1,poor,Moderate Workout,Low Carb,Improve Sleep,None,Skin Care
U0334,18,Male,86,162,32.8,stress_relief,5.5,3,22,3,1,1604,35,cardio,408,76,2097,54,1,2.7,2,4,4,7,7,low,12,5,1,1,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0335,24,Female,63,182,19.0,stress_relief,8.4,5,0,5,8,6463,2,cardio,374,92,2589,108,5,1.3,3,6,1,4,8,low,4,2,5,2,good,Moderate Workout,Balanced Diet,None,Relaxation,Hydration
U0336,49,Female,52,173,17.4,maintain,7.1,1,23,7,1,3855,48,cardio,156,82,3375,93,2,2.6,3,10,10,4,7,medium,3,4,3,2,average,Strength Training,Low Carb,None,Meditation,Maintain Routine
U0337,42,Male,55,186,15.9,weight_loss,4.5,1,21,2,10,3098,23,mixed,457,65,2769,128,1,3.3,3,4,10,5,9,high,11,2,2,2,poor,Strength Training,Balanced Diet,Improve Sleep,None,Skin Care
U0338,18,Male,90,167,32.3,muscle_gain,4.3,1,1,6,10,7843,1,strength,370,62,2310,60,5,3.7,4,4,10,7,10,low,17,2,2,1,good,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0339,41,Female,69,189,19.3,muscle_gain,6.6,2,1,8,1,5864,18,strength,312,79,3096,116,4,3.3,4,6,4,3,4,medium,29,1,4,4,poor,Moderate Workout,Low Carb,None,None,Maintain Routine
U0340,41,Female,62,180,19.1,stress_relief,7.2,2,22,6,6,10965,0,cardio,174,110,2686,72,4,3.1,3,6,7,3,7,low,10,3,4,1,poor,Moderate Workout,Balanced Diet,None,None,Maintain Routine
U0341,27,Female,96,161,37.0,muscle_gain,8.0,2,22,5,1,1055,57,strength,229,76,2169,149,6,1.0,4,9,6,3,9,low,0,1,4,4,poor,Weight Loss Workout,Balanced Diet,None,Meditation,Hydration
U0342,21,Female,94,189,26.3,stress_relief,6.5,2,0,6,7,9837,18,mixed,225,106,2530,109,4,2.8,4,5,7,4,9,low,28,1,2,5,average,Weight Loss Workout,Balanced Diet,None,None,Skin Care
U0343,25,Male,51,182,15.4,muscle_gain,6.4,4,22,5,9,11441,23,mixed,231,96,2143,106,0,1.5,2,8,2,9,4,medium,18,1,4,2,good,Strength Training,Balanced Diet,Reduce Screen Time,Meditation,Hydration
U0344,24,Male,50,159,19.8,muscle_gain,7.4,4,23,4,5,10721,21,mixed,140,82,2594,85,6,3.9,4,9,6,8,5,high,8,4,5,0,good,Moderate Workout,Balanced Diet,Reduce Screen Time,Meditation,Maintain Routine
U0345,36,Female,86,155,35.8,maintain,8.9,5,22,4,4,6539,52,none,107,85,3071,77,4,3.6,3,6,3,9,9,medium,4,5,2,1,average,Weight Loss Workout,Low Carb,Reduce Screen Time,Relaxation,Skin Care
U0346,24,Female,88,150,39.1,weight_loss,6.5,4,0,5,4,11344,33,mixed,209,107,2044,127,6,3.5,3,4,1,6,4,low,15,1,4,4,poor,Weight Loss Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0347,34,Male,62,183,18.5,muscle_gain,4.6,2,23,4,1,10108,12,none,296,65,3065,124,0,3.0,5,9,2,6,4,medium,25,1,3,0,average,Moderate Workout,Low Carb,Improve Sleep,Meditation,Maintain Routine
U0348,40,Female,83,159,32.8,maintain,7.9,2,22,4,2,10759,41,mixed,303,60,3280,101,1,1.3,2,8,10,7,8,medium,18,3,3,4,poor,Weight Loss Workout,Low Carb,None,Meditation,Hydration
U0349,37,Female,67,170,23.2,weight_loss,7.6,2,22,4,9,10069,50,none,141,114,2591,90,4,2.2,5,10,7,2,6,low,18,1,5,2,average,Moderate Workout,Balanced Diet,None,Meditation,Maintain Routine
U0350,42,Female,56,160,21.9,muscle_gain,5.1,1,23,6,10,8593,40,mixed,122,106,2024,118,1,1.9,2,3,9,6,10,low,21,2,3,0,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Hydration
U0351,23,Female,77,189,21.6,weight_loss,7.8,1,22,5,4,11082,9,none,430,73,3073,41,4,3.5,4,2,9,4,8,medium,19,2,1,5,poor,Moderate Workout,Low Carb,None,None,Skin Care
U0352,43,Female,79,167,28.3,weight_loss,5.1,3,0,8,3,9130,43,none,441,76,1727,46,5,3.6,3,5,5,9,6,high,20,3,4,3,poor,Weight Loss Workout,High Protein,Improve Sleep,None,Maintain Routine
U0353,29,Female,96,187,27.5,muscle_gain,8.7,3,1,9,4,7651,3,none,304,68,3039,105,0,3.1,5,10,6,3,8,high,27,2,3,2,good,Weight Loss Workout,Low Carb,None,Meditation,Maintain Routine
U0354,30,Male,51,177,16.3,muscle_gain,7.8,5,22,3,1,9333,47,mixed,242,91,2044,46,5,1.4,3,2,1,9,6,high,28,4,4,5,poor,Strength Training,High Protein,Reduce Screen Time,Relaxation,Hydration
U0355,38,Male,79,182,23.8,maintain,8.7,2,0,6,7,10933,29,cardio,400,74,2722,44,3,1.2,5,6,8,2,9,high,28,1,4,5,good,Moderate Workout,High Protein,None,None,Hydration
U0356,36,Female,69,171,23.6,weight_loss,8.7,1,22,3,7,2156,54,cardio,444,67,1771,147,4,3.8,4,1,6,4,9,medium,13,4,2,0,average,Light Cardio,Balanced Diet,None,None,Skin Care
U0357,20,Female,96,188,27.2,weight_loss,4.2,3,23,4,5,3130,56,mixed,448,74,3006,140,4,1.3,3,4,5,4,4,medium,8,2,2,2,good,Weight Loss Workout,Low Carb,Improve Sleep,None,Hydration
U0358,33,Male,77,162,29.3,maintain,5.8,4,21,3,4,8872,17,none,150,68,2152,69,6,2.5,4,4,1,9,7,high,8,2,4,3,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Relaxation,Maintain Routine
U0359,26,Male,61,160,23.8,muscle_gain,5.3,4,1,8,4,9459,20,cardio,110,68,1625,79,5,1.2,4,4,1,7,4,low,24,3,5,4,good,Moderate Workout,Balanced Diet,Improve Sleep,Relaxation,Hydration
U0360,20,Male,58,172,19.6,muscle_gain,6.3,1,22,4,1,2721,24,mixed,306,85,2442,73,5,2.9,4,7,3,9,5,medium,26,2,3,0,poor,Light Cardio,Balanced Diet,Reduce Screen Time,Relaxation,Maintain Routine
U0361,21,Female,50,178,15.8,stress_relief,6.9,1,21,3,1,10407,31,mixed,306,72,2519,95,3,1.1,2,8,6,8,5,low,26,4,1,3,good,Strength Training,Balanced Diet,Reduce Screen Time,Meditation,Hydration
U0362,34,Male,86,159,34.0,muscle_gain,8.2,1,0,5,7,11057,53,mixed,434,90,2658,87,0,1.7,5,7,5,8,6,medium,10,5,4,4,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Hydration
U0363,26,Male,72,177,23.0,maintain,7.9,4,23,5,10,2245,32,mixed,377,108,2068,91,1,3.8,4,2,10,9,9,medium,6,2,3,0,good,Light Cardio,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0364,26,Male,58,156,23.8,weight_loss,7.9,3,21,2,4,4873,31,cardio,262,74,3411,125,5,2.5,2,1,4,4,4,high,20,2,3,2,average,Moderate Workout,Low Carb,None,None,Maintain Routine
U0365,32,Female,86,158,34.4,stress_relief,7.6,2,22,6,7,5018,8,mixed,222,112,3219,88,5,3.3,3,8,3,4,8,high,25,3,2,4,average,Weight Loss Workout,Low Carb,None,Meditation,Skin Care
U0366,41,Female,91,185,26.6,weight_loss,5.2,4,1,6,4,3377,24,none,422,106,2269,118,0,1.8,5,3,9,3,9,low,28,3,4,0,good,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0367,36,Male,87,157,35.3,muscle_gain,7.7,2,22,4,1,4240,18,strength,360,114,3258,100,2,2.1,3,7,8,3,4,high,15,5,1,3,poor,Weight Loss Workout,Low Carb,None,None,Skin Care
U0368,28,Male,56,166,20.3,maintain,6.7,5,23,7,10,4413,27,mixed,320,68,3269,33,0,3.8,3,1,7,5,5,low,26,4,4,0,poor,Moderate Workout,Low Carb,None,None,Maintain Routine
U0369,39,Male,74,163,27.9,maintain,8.8,4,22,6,5,11973,26,none,306,85,2588,149,3,3.6,2,2,6,4,5,high,29,1,4,1,good,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0370,30,Male,60,160,23.4,muscle_gain,8.1,5,1,8,2,7131,13,mixed,477,64,1941,65,1,1.4,3,10,2,2,9,low,27,5,1,0,poor,Moderate Workout,Balanced Diet,None,Meditation,Hydration
U0371,18,Female,75,174,24.8,weight_loss,4.7,1,1,8,9,8600,47,mixed,155,60,1767,98,5,1.3,2,1,10,3,6,low,18,4,3,4,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Hydration
U0372,19,Male,95,166,34.5,stress_relief,5.9,1,0,8,4,5529,2,none,156,109,2463,110,1,1.5,3,1,7,5,9,low,21,2,1,0,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
